TILI;TILIN NIMI;TOSITE;PVM;DEBET;KREDIT;ALV;KP;SELITE;ALKUSALDO;KK-MUUTOS;KP-SALDO
3910.0;Muut tuotot;;;;;;;;0.0;;
3910.0;Muut tuotot;13-10-2025;2025-06-01;;-986.94;0.0;20.0;Tariq Omar;;;-986.94
;;;;0.0;-986.94;0.0;;;;-986.94;-986.94
3910.0;Muut tuotot;1-233-2025;2025-07-22;;-8000.0;0.0;99.0;HELSINGIN KAUPUNKI;;;-8986.94
;;;;0.0;-8000.0;0.0;;;;-8000.0;-8986.94
3910.0;Muut tuotot;13-71-2025;2025-10-31;;-1614.99;0.0;70.0;Tuloutetaan palkkatuki (KEHA/74155 + PT272589);;;-10601.93
3910.0;Muut tuotot;13-71-2025;2025-10-31;;-1614.99;0.0;70.0;Tuloutetaan palkkatuki (KEHA/74155 + PT272589);;;-12216.92
3910.0;Muut tuotot;13-71-2025;2025-10-31;;-425.14;0.0;70.0;Tuloutetaan palkkatuki (KEHA/74155 + PT272589);;;-12642.06
3910.0;Muut tuotot;13-71-2025;2025-10-31;;-1614.99;0.0;70.0;Tuloutetaan palkkatuki (KEHA/74155 + PT272589);;;-14257.05
3910.0;Muut tuotot;13-71-2025;2025-10-31;;-1614.99;0.0;70.0;Tuloutetaan palkkatuki (KEHA/74155 + PT272589);;;-15872.04
3910.0;Muut tuotot;13-71-2025;2025-10-31;;-911.0;0.0;70.0;Tuloutetaan palkkatuki (KEHA/74155 + PT272589);;;-16783.04
3910.0;Muut tuotot;13-71-2025;2025-10-31;;-1614.99;0.0;70.0;Tuloutetaan palkkatuki (KEHA/74155 + PT272589);;;-18398.03
3910.0;Muut tuotot;13-71-2025;2025-10-31;;-1614.99;0.0;70.0;Tuloutetaan palkkatuki (KEHA/74155 + PT272589);;;-20013.02
;;;;0.0;-11026.08;0.0;;;;-11026.08;-20013.02
3910.0;Yhteensä;;;0.0;-20013.02;0.0;;;;;
3960.0;Avustukset STM;;;;;;;;0.0;;
3960.0;Avustukset STM;60-1-2025;2025-02-11;;-33750.0;0.0;10.0;STEA 07483578 11..2.2025;;;-33750.0
;;;;0.0;-33750.0;0.0;;;;-33750.0;-33750.0
3960.0;Avustukset STM;1-111-2025;2025-04-01;;-30539.2;0.0;20.0;OPETUSHALLITUS;;;-64289.2
3960.0;Avustukset STM;60-4-2025;2025-04-25;;-33750.0;0.0;10.0;SOSIAALI- JA;;;-98039.2
;;;;0.0;-64289.2;0.0;;;;-64289.2;-98039.2
3960.0;Avustukset STM;13-9-2025;2025-05-01;;-16000.0;0.0;31.0;SOSIAALI- JA TERVEYSMINISTERIÖ 28.2.2025;;;-114039.2
3960.0;Avustukset STM;60-5-2025;2025-05-30;;-16000.0;0.0;31.0;SOSIAALI- JA;;;-130039.2
;;;;0.0;-32000.0;0.0;;;;-32000.0;-130039.2
3960.0;Avustukset STM;1-200-2025;2025-06-24;;-8088.0;0.0;20.0;OPETUSHALLITUS;;;-138127.2
;;;;0.0;-8088.0;0.0;;;;-8088.0;-138127.2
3960.0;Avustukset STM;60-6-2025;2025-08-01;;-33750.0;0.0;10.0;SOSIAALI- JA;;;-171877.2
3960.0;Avustukset STM;60-7-2025;2025-08-29;;-16000.0;0.0;31.0;SOSIAALI- JA;;;-187877.2
;;;;0.0;-49750.0;0.0;;;;-49750.0;-187877.2
3960.0;Avustukset STM;60-8-2025;2025-10-31;;-33750.0;0.0;10.0;SOSIAALI- JA;;;-221627.2
;;;;0.0;-33750.0;0.0;;;;-33750.0;-221627.2
3960.0;Yhteensä;;;0.0;-221627.2;0.0;;;;;
4900.0;Kuukausipalkat;;;;;;;;0.0;;
4900.0;Kuukausipalkat;13-13-2025;2025-06-01;2020.0;;0.0;70.0;Palkkaus.fi;;;2020.0
4900.0;Kuukausipalkat;13-14-2025;2025-06-01;2200.0;;0.0;6.0;Palkkaus.fi;;;4220.0
4900.0;Kuukausipalkat;13-15-2025;2025-06-01;3400.0;;0.0;10.0;Palkkaus.fi;;;7620.0
4900.0;Kuukausipalkat;13-16-2025;2025-06-01;2020.0;;0.0;99.0;Palkkaus.fi;;;9640.0
4900.0;Kuukausipalkat;13-17-2025;2025-06-01;3400.0;;0.0;10.0;Palkkaus.fi;;;13040.0
4900.0;Kuukausipalkat;13-18-2025;2025-06-01;3162.0;;0.0;10.0;Palkkaus.fi;;;16202.0
4900.0;Kuukausipalkat;13-19-2025;2025-06-01;4566.0;;0.0;31.0;Palkkaus.fi;;;20768.0
4900.0;Kuukausipalkat;13-20-2025;2025-06-01;2900.0;;0.0;10.0;Palkkaus.fi;;;23668.0
4900.0;Kuukausipalkat;13-23-2025;2025-06-01;3400.0;;0.0;10.0;Palkkaus.fi;;;27068.0
4900.0;Kuukausipalkat;13-24-2025;2025-06-01;500.0;;0.0;70.0;Palkkaus.fi;;;27568.0
4900.0;Kuukausipalkat;13-27-2025;2025-06-01;3000.0;;0.0;31.0;Palkkaus.fi;;;30568.0
4900.0;Kuukausipalkat;13-29-2025;2025-06-01;3000.0;;0.0;31.0;Palkkaus.fi;;;33568.0
4900.0;Kuukausipalkat;13-30-2025;2025-06-01;2020.0;;0.0;99.0;Palkkaus.fi;;;35588.0
4900.0;Kuukausipalkat;13-31-2025;2025-06-01;320.0;;0.0;10.0;Palkkaus.fi;;;35908.0
4900.0;Kuukausipalkat;13-33-2025;2025-06-01;2020.0;;0.0;99.0;Palkkaus.fi;;;37928.0
4900.0;Kuukausipalkat;13-34-2025;2025-06-01;3000.0;;0.0;31.0;Palkkaus.fi;;;40928.0
4900.0;Kuukausipalkat;13-36-2025;2025-06-01;3293.0;;0.0;10.0;Palkkaus.fi;;;44221.0
4900.0;Kuukausipalkat;13-38-2025;2025-06-01;580.0;;0.0;99.0;Palkkaus.fi;;;44801.0
4900.0;Kuukausipalkat;13-39-2025;2025-06-01;3400.0;;0.0;10.0;Palkkaus.fi;;;48201.0
4900.0;Kuukausipalkat;13-40-2025;2025-06-01;2020.0;;0.0;31.0;Palkkaus.fi;;;50221.0
4900.0;Kuukausipalkat;13-41-2025;2025-06-01;3570.0;;0.0;10.0;Palkkaus.fi;;;53791.0
4900.0;Kuukausipalkat;13-43-2025;2025-06-01;2020.0;;0.0;99.0;Palkkaus.fi;;;55811.0
4900.0;Kuukausipalkat;13-44-2025;2025-06-01;3031.0;;0.0;10.0;Palkkaus.fi;;;58842.0
4900.0;Kuukausipalkat;13-45-2025;2025-06-01;4844.0;;0.0;10.0;Palkkaus.fi;;;63686.0
4900.0;Kuukausipalkat;13-46-2025;2025-06-01;2020.0;;0.0;99.0;Palkkaus.fi;;;65706.0
4900.0;Kuukausipalkat;13-48-2025;2025-06-01;3000.0;;0.0;31.0;Palkkaus.fi;;;68706.0
4900.0;Kuukausipalkat;13-49-2025;2025-06-01;2200.0;;0.0;6.0;Palkkaus.fi;;;70906.0
4900.0;Kuukausipalkat;13-12-2025;2025-06-30;500.0;;0.0;6.0;Palkkaus.fi;;;71406.0
4900.0;Kuukausipalkat;13-21-2025;2025-06-30;3400.0;;0.0;10.0;Palkkaus.fi;;;74806.0
4900.0;Kuukausipalkat;13-21-2025;2025-06-30;170.0;;0.0;10.0;Palkkaus.fi;;;74976.0
4900.0;Kuukausipalkat;13-22-2025;2025-06-30;2020.0;;0.0;70.0;Palkkaus.fi;;;76996.0
4900.0;Kuukausipalkat;13-26-2025;2025-06-30;3000.0;;0.0;31.0;Palkkaus.fi;;;79996.0
4900.0;Kuukausipalkat;13-32-2025;2025-06-30;2900.0;;0.0;10.0;Palkkaus.fi;;;82896.0
4900.0;Kuukausipalkat;13-32-2025;2025-06-30;131.0;;0.0;10.0;Palkkaus.fi;;;83027.0
4900.0;Kuukausipalkat;13-35-2025;2025-06-30;1010.0;;0.0;70.0;Palkkaus.fi;;;84037.0
4900.0;Kuukausipalkat;13-37-2025;2025-06-30;1000.0;;0.0;6.0;Palkkaus.fi;;;85037.0
4900.0;Kuukausipalkat;13-42-2025;2025-06-30;1000.0;;0.0;6.0;Palkkaus.fi;;;86037.0
4900.0;Kuukausipalkat;13-47-2025;2025-06-30;1081.81;;0.0;20.0;Palkkaus.fi;;;87118.81
;;;;87118.81;0.0;0.0;;;;87118.81;87118.81
4900.0;Kuukausipalkat;13-58-2025;2025-07-01;;-1000.0;0.0;6.0;Mitätöinti tos. 13-37-2025, Palkkaus.fi;;;86118.81
4900.0;Kuukausipalkat;13-59-2025;2025-07-01;;-1000.0;0.0;6.0;Mitätöinti tos. 13-42-2025, Palkkaus.fi;;;85118.81
4900.0;Kuukausipalkat;13-60-2025;2025-07-01;;-1081.81;0.0;20.0;Mitätöinti tos. 13-47-2025, Palkkaus.fi;;;84037.0
4900.0;Kuukausipalkat;13-62-2025;2025-07-01;;-1010.0;0.0;70.0;Mitätöinti tos. 13-35-2025, Palkkaus.fi;;;83027.0
4900.0;Kuukausipalkat;51-11-2025;2025-07-01;1000.0;;0.0;6.0;Palkkaus.fi;;;84027.0
4900.0;Kuukausipalkat;51-14-2025;2025-07-01;170.0;;0.0;10.0;Palkkaus.fi;;;84197.0
4900.0;Kuukausipalkat;51-14-2025;2025-07-01;3400.0;;0.0;10.0;Palkkaus.fi;;;87597.0
4900.0;Kuukausipalkat;51-18-2025;2025-07-01;1010.0;;0.0;20.0;Palkkaus.fi;;;88607.0
4900.0;Kuukausipalkat;51-4-2025;2025-07-01;1081.81;;0.0;20.0;Palkkaus.fi;;;89688.81
4900.0;Kuukausipalkat;51-7-2025;2025-07-01;2020.0;;0.0;70.0;Palkkaus.fi;;;91708.81
4900.0;Kuukausipalkat;51-8-2025;2025-07-01;1000.0;;0.0;6.0;Palkkaus.fi;;;92708.81
4900.0;Kuukausipalkat;51-16-2025;2025-07-18;1500.0;;0.0;99.0;Palkkaus.fi;;;94208.81
4900.0;Kuukausipalkat;13-57-2025;2025-07-31;;-170.0;;10.0;Mitätöinti tos. 13-21-2025, Palkkaus.fi;;;94038.81
4900.0;Kuukausipalkat;13-57-2025;2025-07-31;;-3400.0;;10.0;Mitätöinti tos. 13-21-2025, Palkkaus.fi;;;90638.81
4900.0;Kuukausipalkat;51-10-2025;2025-07-31;1000.0;;0.0;6.0;Palkkaus.fi;;;91638.81
4900.0;Kuukausipalkat;51-15-2025;2025-07-31;2020.0;;0.0;20.0;Palkkaus.fi;;;93658.81
4900.0;Kuukausipalkat;51-17-2025;2025-07-31;3400.0;;0.0;10.0;Palkkaus.fi;;;97058.81
4900.0;Kuukausipalkat;51-3-2025;2025-07-31;2900.0;;0.0;10.0;Palkkaus.fi;;;99958.81
4900.0;Kuukausipalkat;51-3-2025;2025-07-31;262.0;;0.0;10.0;Palkkaus.fi;;;100220.81
4900.0;Kuukausipalkat;51-5-2025;2025-07-31;3000.0;;0.0;31.0;Palkkaus.fi;;;103220.81
4900.0;Kuukausipalkat;51-9-2025;2025-07-31;1000.0;;0.0;6.0;Palkkaus.fi;;;104220.81
;;;;24763.81;-7661.81;0.0;;;;17102.0;104220.81
4900.0;Kuukausipalkat;13-65-2025;2025-08-01;;-2020.0;0.0;70.0;Mitätöinti tos. 51-7-2025, Palkkaus.fi;;;102200.81
4900.0;Kuukausipalkat;13-66-2025;2025-08-01;;-3400.0;0.0;10.0;Mitätöinti tos. 51-17-2025, Palkkaus.fi;;;98800.81
4900.0;Kuukausipalkat;51-13-2025;2025-08-01;2020.0;;0.0;70.0;Palkkaus.fi;;;100820.81
4900.0;Kuukausipalkat;51-19-2025;2025-08-01;3400.0;;0.0;10.0;Palkkaus.fi;;;104220.81
4900.0;Kuukausipalkat;51-20-2025;2025-08-29;3400.0;;0.0;10.0;Palkkaus.fi;;;107620.81
4900.0;Kuukausipalkat;51-21-2025;2025-08-29;2020.0;;0.0;70.0;Palkkaus.fi;;;109640.81
4900.0;Kuukausipalkat;51-22-2025;2025-08-29;1000.0;;0.0;6.0;Palkkaus.fi;;;110640.81
4900.0;Kuukausipalkat;51-23-2025;2025-08-29;1443.0;;0.0;70.0;Palkkaus.fi;;;112083.81
4900.0;Kuukausipalkat;51-24-2025;2025-08-29;3000.0;;0.0;31.0;Palkkaus.fi;;;115083.81
4900.0;Kuukausipalkat;51-24-2025;2025-08-29;284.0;;0.0;31.0;Palkkaus.fi;;;115367.81
4900.0;Kuukausipalkat;51-25-2025;2025-08-29;4471.0;;0.0;10.0;Palkkaus.fi;;;119838.81
4900.0;Kuukausipalkat;51-25-2025;2025-08-29;276.0;;0.0;10.0;Palkkaus.fi;;;120114.81
4900.0;Kuukausipalkat;51-26-2025;2025-08-29;1000.0;;0.0;6.0;Palkkaus.fi;;;121114.81
;;;;22314.0;-5420.0;0.0;;;;16894.0;121114.81
4900.0;Kuukausipalkat;51-28-2025;2025-09-30;2000.0;;0.0;10.0;Palkkaus.fi 9/2025;;;123114.81
4900.0;Kuukausipalkat;51-29-2025;2025-09-30;2020.0;;0.0;20.0;Palkkaus.fi 9/2025;;;125134.81
4900.0;Kuukausipalkat;51-30-2025;2025-09-30;3400.0;;0.0;10.0;Palkkaus.fi 9/2025;;;128534.81
4900.0;Kuukausipalkat;51-31-2025;2025-09-30;3031.0;;0.0;10.0;Palkkaus.fi 9/2025;;;131565.81
4900.0;Kuukausipalkat;51-32-2025;2025-09-30;1200.0;;0.0;6.0;Palkkaus.fi 9/2025;;;132765.81
4900.0;Kuukausipalkat;51-33-2025;2025-09-30;3000.0;;0.0;31.0;Palkkaus.fi 9/2025;;;135765.81
4900.0;Kuukausipalkat;51-34-2025;2025-09-30;1000.0;;0.0;6.0;Palkkaus.fi 9/2025;;;136765.81
;;;;15651.0;0.0;0.0;;;;15651.0;136765.81
4900.0;Kuukausipalkat;51-35-2025;2025-10-31;3000.0;;0.0;31.0;Palkkaus.fi;;;139765.81
4900.0;Kuukausipalkat;51-36-2025;2025-10-31;1200.0;;0.0;6.0;Palkkaus.fi;;;140965.81
4900.0;Kuukausipalkat;51-37-2025;2025-10-31;1000.0;;0.0;6.0;Palkkaus.fi;;;141965.81
4900.0;Kuukausipalkat;51-38-2025;2025-10-31;3031.0;;0.0;10.0;Palkkaus.fi;;;144996.81
4900.0;Kuukausipalkat;51-39-2025;2025-10-31;3400.0;;0.0;10.0;Palkkaus.fi;;;148396.81
4900.0;Kuukausipalkat;51-40-2025;2025-10-31;2020.0;;0.0;20.0;Palkkaus.fi;;;150416.81
;;;;13651.0;0.0;0.0;;;;13651.0;150416.81
4900.0;Yhteensä;;;163498.62;-13081.81;0.0;;;;;
4906.0;Palkkiot;;;;;;;;0.0;;
4906.0;Palkkiot;13-25-2025;2025-06-01;1000.0;;0.0;10.0;Palkkaus.fi;;;1000.0
;;;;1000.0;0.0;0.0;;;;1000.0;1000.0
4906.0;Palkkiot;51-27-2025;2025-08-29;1850.0;;0.0;20.0;Palkkaus.fi;;;2850.0
;;;;1850.0;0.0;0.0;;;;1850.0;2850.0
4906.0;Yhteensä;;;2850.0;0.0;0.0;;;;;
4911.0;Lomaltapaluurahat;;;;;;;;0.0;;
4911.0;Lomaltapaluurahat;51-17-2025;2025-07-31;1768.0;;0.0;10.0;Palkkaus.fi;;;1768.0
;;;;1768.0;0.0;0.0;;;;1768.0;1768.0
4911.0;Lomaltapaluurahat;13-66-2025;2025-08-01;;-1768.0;0.0;10.0;Mitätöinti tos. 51-17-2025, Palkkaus.fi;;;0.0
4911.0;Lomaltapaluurahat;51-19-2025;2025-08-01;1768.0;;0.0;10.0;Palkkaus.fi;;;1768.0
;;;;1768.0;-1768.0;0.0;;;;0.0;1768.0
4911.0;Yhteensä;;;3536.0;-1768.0;0.0;;;;;
4920.0;Saadut korvaukset;;;;;;;;0.0;;
4920.0;Saadut korvaukset;13-72-2025;2025-10-31;6926.85;;0.0;70.0;Korjaus palkkatuki (KEHA/63185 + KEHA/74155);;;6926.85
;;;;6926.85;0.0;0.0;;;;6926.85;6926.85
4920.0;Yhteensä;;;6926.85;0.0;0.0;;;;;
4935.0;Tyel-maksut;;;;;;;;0.0;;
4935.0;Tyel-maksut;45-63-2025;2025-03-05;;-42.73;0.0;99.0;Keskinäinen Eläkevakuutusyhtiö Ilmarinen;;;-42.73
4935.0;Tyel-maksut;45-45-2025;2025-03-31;;-450.31;0.0;99.0;Keskinäinen Eläkevakuutusyhtiö Ilmarinen;;;-493.04
;;;;0.0;-493.04;0.0;;;;-493.04;-493.04
4935.0;Tyel-maksut;13-13-2025;2025-06-01;369.86;;0.0;70.0;Palkkaus.fi;;;-123.18
4935.0;Tyel-maksut;13-14-2025;2025-06-01;402.82;;0.0;6.0;Palkkaus.fi;;;279.64
4935.0;Tyel-maksut;13-15-2025;2025-06-01;622.54;;0.0;10.0;Palkkaus.fi;;;902.18
4935.0;Tyel-maksut;13-16-2025;2025-06-01;369.86;;0.0;99.0;Palkkaus.fi;;;1272.04
4935.0;Tyel-maksut;13-17-2025;2025-06-01;622.54;;0.0;10.0;Palkkaus.fi;;;1894.58
4935.0;Tyel-maksut;13-18-2025;2025-06-01;578.97;;0.0;10.0;Palkkaus.fi;;;2473.55
4935.0;Tyel-maksut;13-19-2025;2025-06-01;836.03;;0.0;31.0;Palkkaus.fi;;;3309.58
4935.0;Tyel-maksut;13-20-2025;2025-06-01;530.99;;0.0;10.0;Palkkaus.fi;;;3840.57
4935.0;Tyel-maksut;13-23-2025;2025-06-01;622.54;;0.0;10.0;Palkkaus.fi;;;4463.11
4935.0;Tyel-maksut;13-24-2025;2025-06-01;91.55;;0.0;70.0;Palkkaus.fi;;;4554.66
4935.0;Tyel-maksut;13-27-2025;2025-06-01;549.3;;0.0;31.0;Palkkaus.fi;;;5103.96
4935.0;Tyel-maksut;13-29-2025;2025-06-01;549.3;;0.0;31.0;Palkkaus.fi;;;5653.26
4935.0;Tyel-maksut;13-30-2025;2025-06-01;369.86;;0.0;99.0;Palkkaus.fi;;;6023.12
4935.0;Tyel-maksut;13-31-2025;2025-06-01;58.59;;0.0;10.0;Palkkaus.fi;;;6081.71
4935.0;Tyel-maksut;13-33-2025;2025-06-01;369.86;;0.0;99.0;Palkkaus.fi;;;6451.57
4935.0;Tyel-maksut;13-34-2025;2025-06-01;549.3;;0.0;31.0;Palkkaus.fi;;;7000.87
4935.0;Tyel-maksut;13-36-2025;2025-06-01;602.95;;0.0;10.0;Palkkaus.fi;;;7603.82
4935.0;Tyel-maksut;13-38-2025;2025-06-01;106.2;;0.0;99.0;Palkkaus.fi;;;7710.02
4935.0;Tyel-maksut;13-39-2025;2025-06-01;622.54;;0.0;10.0;Palkkaus.fi;;;8332.56
4935.0;Tyel-maksut;13-40-2025;2025-06-01;369.86;;0.0;31.0;Palkkaus.fi;;;8702.42
4935.0;Tyel-maksut;13-41-2025;2025-06-01;653.66;;0.0;10.0;Palkkaus.fi;;;9356.08
4935.0;Tyel-maksut;13-43-2025;2025-06-01;369.86;;0.0;99.0;Palkkaus.fi;;;9725.94
4935.0;Tyel-maksut;13-44-2025;2025-06-01;554.97;;0.0;10.0;Palkkaus.fi;;;10280.91
4935.0;Tyel-maksut;13-45-2025;2025-06-01;886.93;;0.0;10.0;Palkkaus.fi;;;11167.84
4935.0;Tyel-maksut;13-46-2025;2025-06-01;369.86;;0.0;99.0;Palkkaus.fi;;;11537.7
4935.0;Tyel-maksut;13-48-2025;2025-06-01;549.3;;0.0;31.0;Palkkaus.fi;;;12087.0
4935.0;Tyel-maksut;13-49-2025;2025-06-01;402.82;;0.0;6.0;Palkkaus.fi;;;12489.82
4935.0;Tyel-maksut;13-12-2025;2025-06-30;91.55;;0.0;6.0;Palkkaus.fi;;;12581.37
4935.0;Tyel-maksut;13-21-2025;2025-06-30;;-255.26;0.0;10.0;Palkkaus.fi;;;12326.11
4935.0;Tyel-maksut;13-21-2025;2025-06-30;908.92;;0.0;10.0;Palkkaus.fi;;;13235.03
4935.0;Tyel-maksut;13-22-2025;2025-06-30;;-144.43;0.0;70.0;Palkkaus.fi;;;13090.6
4935.0;Tyel-maksut;13-22-2025;2025-06-30;514.29;;0.0;70.0;Palkkaus.fi;;;13604.89
4935.0;Tyel-maksut;13-26-2025;2025-06-30;763.8;;0.0;31.0;Palkkaus.fi;;;14368.69
4935.0;Tyel-maksut;13-26-2025;2025-06-30;;-214.5;0.0;31.0;Palkkaus.fi;;;14154.19
4935.0;Tyel-maksut;13-32-2025;2025-06-30;;-216.72;0.0;10.0;Palkkaus.fi;;;13937.47
4935.0;Tyel-maksut;13-32-2025;2025-06-30;771.69;;0.0;10.0;Palkkaus.fi;;;14709.16
4935.0;Tyel-maksut;13-35-2025;2025-06-30;257.15;;0.0;70.0;Palkkaus.fi;;;14966.31
4935.0;Tyel-maksut;13-35-2025;2025-06-30;;-72.22;0.0;70.0;Palkkaus.fi;;;14894.09
4935.0;Tyel-maksut;13-37-2025;2025-06-30;;-71.5;0.0;6.0;Palkkaus.fi;;;14822.59
4935.0;Tyel-maksut;13-37-2025;2025-06-30;254.6;;0.0;6.0;Palkkaus.fi;;;15077.19
4935.0;Tyel-maksut;13-42-2025;2025-06-30;254.6;;0.0;6.0;Palkkaus.fi;;;15331.79
4935.0;Tyel-maksut;13-42-2025;2025-06-30;;-71.5;0.0;6.0;Palkkaus.fi;;;15260.29
4935.0;Tyel-maksut;13-47-2025;2025-06-30;;-77.35;0.0;20.0;Palkkaus.fi;;;15182.94
4935.0;Tyel-maksut;13-47-2025;2025-06-30;275.43;;0.0;20.0;Palkkaus.fi;;;15458.37
;;;;17074.89;-1123.48;0.0;;;;15951.41;15458.37
4935.0;Tyel-maksut;13-58-2025;2025-07-01;71.5;;0.0;6.0;Mitätöinti tos. 13-37-2025, Palkkaus.fi;;;15529.87
4935.0;Tyel-maksut;13-58-2025;2025-07-01;;-254.6;0.0;6.0;Mitätöinti tos. 13-37-2025, Palkkaus.fi;;;15275.27
4935.0;Tyel-maksut;13-59-2025;2025-07-01;;-254.6;0.0;6.0;Mitätöinti tos. 13-42-2025, Palkkaus.fi;;;15020.67
4935.0;Tyel-maksut;13-59-2025;2025-07-01;71.5;;0.0;6.0;Mitätöinti tos. 13-42-2025, Palkkaus.fi;;;15092.17
4935.0;Tyel-maksut;13-60-2025;2025-07-01;;-275.43;0.0;20.0;Mitätöinti tos. 13-47-2025, Palkkaus.fi;;;14816.74
4935.0;Tyel-maksut;13-60-2025;2025-07-01;77.35;;0.0;20.0;Mitätöinti tos. 13-47-2025, Palkkaus.fi;;;14894.09
4935.0;Tyel-maksut;13-62-2025;2025-07-01;;-257.15;0.0;70.0;Mitätöinti tos. 13-35-2025, Palkkaus.fi;;;14636.94
4935.0;Tyel-maksut;13-62-2025;2025-07-01;72.22;;0.0;70.0;Mitätöinti tos. 13-35-2025, Palkkaus.fi;;;14709.16
4935.0;Tyel-maksut;51-11-2025;2025-07-01;254.6;;0.0;6.0;Palkkaus.fi;;;14963.76
4935.0;Tyel-maksut;51-11-2025;2025-07-01;;-71.5;0.0;6.0;Palkkaus.fi;;;14892.26
4935.0;Tyel-maksut;51-14-2025;2025-07-01;908.92;;0.0;10.0;Palkkaus.fi;;;15801.18
4935.0;Tyel-maksut;51-14-2025;2025-07-01;;-255.26;0.0;10.0;Palkkaus.fi;;;15545.92
4935.0;Tyel-maksut;51-18-2025;2025-07-01;257.15;;0.0;20.0;Palkkaus.fi;;;15803.07
4935.0;Tyel-maksut;51-18-2025;2025-07-01;;-72.22;0.0;20.0;Palkkaus.fi;;;15730.85
4935.0;Tyel-maksut;51-4-2025;2025-07-01;;-77.35;0.0;20.0;Palkkaus.fi;;;15653.5
4935.0;Tyel-maksut;51-4-2025;2025-07-01;275.43;;0.0;20.0;Palkkaus.fi;;;15928.93
