TILI;TILIN NIMI;TOSITE;PVM;DEBET;KREDIT;ALV;KP;SELITE;ALKUSALDO;KK-MUUTOS;KP-SALDO
5946.0;Matkakulut;45-106-2025;2025-06-18;430.0;;0.0;20.0;Papadopoulos Konstantinos;;;21773.23
5946.0;Matkakulut;45-107-2025;2025-06-18;293.92;;0.0;20.0;GEORGIOS TELIOS;;;22067.15
5946.0;Matkakulut;45-96-2025;2025-06-18;384.32;;0.0;20.0;Sachinoglou Achilleas;;;22451.47
5946.0;Matkakulut;45-97-2025;2025-06-18;404.12;;0.0;20.0;Diego Conde Caballero;;;22855.59
5946.0;Matkakulut;45-98-2025;2025-06-18;309.0;;0.0;20.0;Daniel Ilie;;;23164.59
5946.0;Matkakulut;45-99-2025;2025-06-18;272.8;;0.0;20.0;Sebastian Chitul;;;23437.39
5946.0;Matkakulut;45-87-2025;2025-06-20;759.82;;0.0;20.0;Diogo Oliveira;;;24197.21
5946.0;Matkakulut;45-88-2025;2025-06-20;1830.0;;0.0;20.0;Ateshat Ayat Omar Fahmi;;;26027.21
;;;;9403.81;0.0;0.0;;;;9403.81;26027.21
5946.0;Matkakulut;45-114-2025;2025-07-01;180.0;;0.0;20.0;Thamer Hadded;;;26207.21
5946.0;Matkakulut;45-118-2025;2025-07-22;46.63;;0.0;20.0;Thamer Hadded;;;26253.84
;;;;226.63;0.0;0.0;;;;226.63;26253.84
5946.0;Matkakulut;51-25-2025;2025-08-29;107.7;;0.0;10.0;Palkkaus.fi;;;26361.54
;;;;107.7;0.0;0.0;;;;107.7;26361.54
5946.0;Yhteensä;;;26361.54;0.0;0.0;;;;;
5948.0;Päivärahat;;;;;;;;0.0;;
5948.0;Päivärahat;13-47-2025;2025-06-30;553.0;;0.0;20.0;Palkkaus.fi;;;553.0
;;;;553.0;0.0;0.0;;;;553.0;553.0
5948.0;Päivärahat;13-60-2025;2025-07-01;;-553.0;0.0;20.0;Mitätöinti tos. 13-47-2025, Palkkaus.fi;;;0.0
5948.0;Päivärahat;51-4-2025;2025-07-01;553.0;;0.0;20.0;Palkkaus.fi;;;553.0
;;;;553.0;-553.0;0.0;;;;0.0;553.0
5948.0;Yhteensä;;;1106.0;-553.0;0.0;;;;;
5958.0;Taloushallintopalvelut;;;;;;;;0.0;;
5958.0;Taloushallintopalvelut;45-15-2025;2025-01-31;179.47;;0.0;3.0;Talenom Solutions Oy;;;179.47
5958.0;Taloushallintopalvelut;45-15-2025;2025-01-31;400.0;;0.0;10.0;Talenom Solutions Oy;;;579.47
;;;;579.47;0.0;0.0;;;;579.47;579.47
5958.0;Taloushallintopalvelut;45-23-2025;2025-02-14;167.66;;0.0;3.0;Talenom Oyj;;;747.13
5958.0;Taloushallintopalvelut;45-23-2025;2025-02-14;340.26;;0.0;10.0;Talenom Oyj;;;1087.39
5958.0;Taloushallintopalvelut;45-26-2025;2025-02-26;169.78;;0.0;3.0;Talenom Oyj;;;1257.17
5958.0;Taloushallintopalvelut;45-26-2025;2025-02-26;344.58;;0.0;10.0;Talenom Oyj;;;1601.75
5958.0;Taloushallintopalvelut;45-44-2025;2025-02-28;58.2;;0.0;3.0;Talenom Solutions Oy;;;1659.95
5958.0;Taloushallintopalvelut;45-44-2025;2025-02-28;129.72;;0.0;10.0;Talenom Solutions Oy;;;1789.67
;;;;1210.2;0.0;0.0;;;;1210.2;1789.67
5958.0;Taloushallintopalvelut;45-42-2025;2025-03-31;90.8;;0.0;10.0;Talenom Oyj;;;1880.47
5958.0;Taloushallintopalvelut;45-42-2025;2025-03-31;44.74;;0.0;3.0;Talenom Oyj;;;1925.21
5958.0;Taloushallintopalvelut;45-43-2025;2025-03-31;112.19;;0.0;10.0;Talenom Solutions Oy;;;2037.4
5958.0;Taloushallintopalvelut;45-43-2025;2025-03-31;50.33;;0.0;3.0;Talenom Solutions Oy;;;2087.73
;;;;298.06;0.0;0.0;;;;298.06;2087.73
5958.0;Taloushallintopalvelut;45-50-2025;2025-04-30;62.78;;0.0;3.0;Talenom Solutions Oy;;;2150.51
5958.0;Taloushallintopalvelut;45-50-2025;2025-04-30;139.94;;0.0;10.0;Talenom Solutions Oy;;;2290.45
;;;;202.72;0.0;0.0;;;;202.72;2290.45
5958.0;Taloushallintopalvelut;45-55-2025;2025-05-14;174.3;;0.0;10.0;Talenom Oyj;;;2464.75
5958.0;Taloushallintopalvelut;45-55-2025;2025-05-14;85.89;;0.0;3.0;Talenom Oyj;;;2550.64
;;;;260.19;0.0;0.0;;;;260.19;2550.64
5958.0;Taloushallintopalvelut;45-75-2025;2025-06-01;37.84;;0.0;10.0;Talenom Oyj;;;2588.48
5958.0;Taloushallintopalvelut;45-75-2025;2025-06-01;18.64;;0.0;3.0;Talenom Oyj;;;2607.12
5958.0;Taloushallintopalvelut;45-76-2025;2025-06-01;253.93;;0.0;3.0;Talenom Oyj;;;2861.05
5958.0;Taloushallintopalvelut;45-76-2025;2025-06-01;0.0;;0.0;10.0;Talenom Oyj;;;2861.05
5958.0;Taloushallintopalvelut;45-77-2025;2025-06-01;44.74;;0.0;3.0;Talenom Oyj;;;2905.79
5958.0;Taloushallintopalvelut;45-77-2025;2025-06-01;90.8;;0.0;10.0;Talenom Oyj;;;2996.59
5958.0;Taloushallintopalvelut;45-86-2025;2025-06-01;48.75;;0.0;31.0;Easor Oy;;;3045.34
5958.0;Taloushallintopalvelut;45-86-2025;2025-06-01;113.77;;0.0;10.0;Easor Oy;;;3159.11
5958.0;Taloushallintopalvelut;45-84-2025;2025-06-12;507.92;;0.0;3.0;Talenom Oyj;;;3667.03
;;;;1116.39;0.0;0.0;;;;1116.39;3667.03
5958.0;Taloushallintopalvelut;45-115-2025;2025-07-01;115.94;;0.0;10.0;Easor Oy;;;3782.97
5958.0;Taloushallintopalvelut;45-115-2025;2025-07-01;57.9;;0.0;31.0;Easor Oy;;;3840.87
5958.0;Taloushallintopalvelut;45-110-2025;2025-07-10;203.16;;0.0;10.0;Talenom Oyj;;;4044.03
5958.0;Taloushallintopalvelut;45-110-2025;2025-07-10;101.58;;0.0;31.0;Talenom Oyj;;;4145.61
5958.0;Taloushallintopalvelut;45-112-2025;2025-07-23;338.6;;0.0;10.0;Talenom Oyj;;;4484.21
5958.0;Taloushallintopalvelut;45-112-2025;2025-07-23;169.3;;0.0;31.0;Talenom Oyj;;;4653.51
;;;;986.48;0.0;0.0;;;;986.48;4653.51
5958.0;Taloushallintopalvelut;45-132-2025;2025-08-01;56.48;;0.0;31.0;Talenom Oyj;;;4709.99
5958.0;Taloushallintopalvelut;45-132-2025;2025-08-01;112.95;;0.0;10.0;Talenom Oyj;;;4822.94
5958.0;Taloushallintopalvelut;45-140-2025;2025-08-01;118.59;;0.0;10.0;Easor Oy;;;4941.53
5958.0;Taloushallintopalvelut;45-140-2025;2025-08-01;50.81;;0.0;31.0;Easor Oy;;;4992.34
5958.0;Taloushallintopalvelut;45-133-2025;2025-08-08;101.59;;0.0;31.0;Talenom Oyj;;;5093.93
5958.0;Taloushallintopalvelut;45-133-2025;2025-08-08;203.15;;0.0;10.0;Talenom Oyj;;;5297.08
5958.0;Taloushallintopalvelut;45-137-2025;2025-08-31;67.77;;0.0;10.0;Talenom Oyj;;;5364.85
5958.0;Taloushallintopalvelut;45-137-2025;2025-08-31;33.89;;0.0;31.0;Talenom Oyj;;;5398.74
5958.0;Taloushallintopalvelut;45-151-2025;2025-08-31;110.51;;0.0;10.0;Easor Oy;;;5509.25
5958.0;Taloushallintopalvelut;45-151-2025;2025-08-31;55.19;;0.0;31.0;Easor Oy;;;5564.44
;;;;910.93;0.0;0.0;;;;910.93;5564.44
5958.0;Taloushallintopalvelut;45-155-2025;2025-09-16;203.15;;0.0;10.0;Talenom Oyj;;;5767.59
5958.0;Taloushallintopalvelut;45-155-2025;2025-09-16;101.59;;0.0;31.0;Talenom Oyj;;;5869.18
;;;;304.74;0.0;0.0;;;;304.74;5869.18
5958.0;Taloushallintopalvelut;45-173-2025;2025-10-01;55.19;;0.0;31.0;Easor Oy;;;5924.37
5958.0;Taloushallintopalvelut;45-173-2025;2025-10-01;110.51;;0.0;10.0;Easor Oy;;;6034.88
5958.0;Taloushallintopalvelut;45-170-2025;2025-10-16;101.59;;0.0;31.0;Talenom Oyj;;;6136.47
5958.0;Taloushallintopalvelut;45-170-2025;2025-10-16;203.15;;0.0;10.0;Talenom Oyj;;;6339.62
5958.0;Taloushallintopalvelut;45-180-2025;2025-10-23;114.16;;0.0;10.0;Easor Oy;;;6453.78
5958.0;Taloushallintopalvelut;45-180-2025;2025-10-23;57.01;;0.0;31.0;Easor Oy;;;6510.79
5958.0;Taloushallintopalvelut;45-186-2025;2025-10-31;55.36;;0.0;31.0;Easor Oy;;;6566.15
5958.0;Taloushallintopalvelut;45-186-2025;2025-10-31;;-54.84;0.0;10.0;Easor Oy;;;6511.31
5958.0;Taloushallintopalvelut;45-187-2025;2025-10-31;97.89;;0.0;10.0;Talenom Oyj;;;6609.2
5958.0;Taloushallintopalvelut;45-187-2025;2025-10-31;48.95;;0.0;31.0;Talenom Oyj;;;6658.15
;;;;843.81;-54.84;0.0;;;;788.97;6658.15
5958.0;Yhteensä;;;6712.99;-54.84;0.0;;;;;
5960.0;Tilintarkastuspalvelut;;;;;;;;0.0;;
5960.0;Tilintarkastuspalvelut;45-89-2025;2025-06-29;2484.9;;0.0;99.0;BDO OY;;;2484.9
;;;;2484.9;0.0;0.0;;;;2484.9;2484.9
5960.0;Yhteensä;;;2484.9;0.0;0.0;;;;;
5964.0;Puhelin- ja tietoliikennekulut;;;;;;;;0.0;;
5964.0;Puhelin- ja tietoliikennekulut;45-4-2025;2025-01-07;37.48;;0.0;3.0;Elisa Oyj;;;37.48
5964.0;Puhelin- ja tietoliikennekulut;45-4-2025;2025-01-07;86.22;;0.0;10.0;Elisa Oyj;;;123.7
;;;;123.7;0.0;0.0;;;;123.7;123.7
5964.0;Puhelin- ja tietoliikennekulut;45-20-2025;2025-02-07;85.47;;0.0;10.0;Elisa Oyj;;;209.17
5964.0;Puhelin- ja tietoliikennekulut;45-20-2025;2025-02-07;37.16;;0.0;3.0;Elisa Oyj;;;246.33
;;;;122.63;0.0;0.0;;;;122.63;246.33
5964.0;Puhelin- ja tietoliikennekulut;45-22-2025;2025-03-07;15.18;;0.0;99.0;Elisa Oyj;;;261.51
5964.0;Puhelin- ja tietoliikennekulut;45-34-2025;2025-03-07;79.04;;0.0;10.0;Elisa Oyj;;;340.55
5964.0;Puhelin- ja tietoliikennekulut;45-34-2025;2025-03-07;34.36;;0.0;3.0;Elisa Oyj;;;374.91
;;;;128.58;0.0;0.0;;;;128.58;374.91
5964.0;Puhelin- ja tietoliikennekulut;45-46-2025;2025-04-07;147.38;;0.0;10.0;Elisa Oyj;;;522.29
5964.0;Puhelin- ja tietoliikennekulut;45-46-2025;2025-04-07;64.07;;0.0;3.0;Elisa Oyj;;;586.36
;;;;211.45;0.0;0.0;;;;211.45;586.36
5964.0;Puhelin- ja tietoliikennekulut;45-54-2025;2025-05-07;66.56;;0.0;10.0;Elisa Oyj;;;652.92
5964.0;Puhelin- ja tietoliikennekulut;45-54-2025;2025-05-07;28.93;;0.0;3.0;Elisa Oyj;;;681.85
;;;;95.49;0.0;0.0;;;;95.49;681.85
5964.0;Puhelin- ja tietoliikennekulut;45-78-2025;2025-06-07;84.9;;0.0;10.0;Elisa Oyj;;;766.75
5964.0;Puhelin- ja tietoliikennekulut;45-78-2025;2025-06-07;36.9;;0.0;3.0;Elisa Oyj;;;803.65
;;;;121.8;0.0;0.0;;;;121.8;803.65
5964.0;Puhelin- ja tietoliikennekulut;45-109-2025;2025-07-07;73.29;;0.0;10.0;Elisa Oyj;;;876.94
5964.0;Puhelin- ja tietoliikennekulut;45-109-2025;2025-07-07;31.86;;0.0;3.0;Elisa Oyj;;;908.8
;;;;105.15;0.0;0.0;;;;105.15;908.8
5964.0;Puhelin- ja tietoliikennekulut;45-131-2025;2025-08-07;38.97;;0.0;31.0;Elisa Oyj;;;947.77
5964.0;Puhelin- ja tietoliikennekulut;45-131-2025;2025-08-07;89.63;;0.0;10.0;Elisa Oyj;;;1037.4
;;;;128.6;0.0;0.0;;;;128.6;1037.4
5964.0;Puhelin- ja tietoliikennekulut;45-138-2025;2025-09-07;33.73;;0.0;31.0;Elisa Oyj;;;1071.13
5964.0;Puhelin- ja tietoliikennekulut;45-138-2025;2025-09-07;77.59;;0.0;10.0;Elisa Oyj;;;1148.72
;;;;111.32;0.0;0.0;;;;111.32;1148.72
5964.0;Puhelin- ja tietoliikennekulut;45-169-2025;2025-10-07;36.08;;0.0;31.0;Elisa Oyj;;;1184.8
5964.0;Puhelin- ja tietoliikennekulut;45-169-2025;2025-10-07;82.98;;0.0;10.0;Elisa Oyj;;;1267.78
;;;;119.06;0.0;0.0;;;;119.06;1267.78
5964.0;Yhteensä;;;1267.78;0.0;0.0;;;;;
5966.0;Rahaliikenteen kulut;;;;;;;;0.0;;
5966.0;Rahaliikenteen kulut;1-28-2025;2025-01-27;41.4;;0.0;99.0;Palvelumaksut 12/2204;;;41.4
5966.0;Rahaliikenteen kulut;1-30-2025;2025-01-27;12.24;;0.0;99.0;Palvelumaksut 12/2024;;;53.64
;;;;53.64;0.0;0.0;;;;53.64;53.64
5966.0;Rahaliikenteen kulut;1-49-2025;2025-02-26;43.47;;0.0;99.0;Pankin palkkiot 01/2025;;;97.11
5966.0;Rahaliikenteen kulut;1-50-2025;2025-02-26;10.77;;0.0;99.0;Pankin palkkiot 02/2025;;;107.88
;;;;54.24;0.0;0.0;;;;54.24;107.88
5966.0;Rahaliikenteen kulut;1-60-2025;2025-03-26;42.0;;0.0;99.0;PANKIN PERIMÄ PALKKIO;;;149.88
5966.0;Rahaliikenteen kulut;1-61-2025;2025-03-26;10.74;;0.0;99.0;PANKIN PERIMÄ PALKKIO;;;160.62
;;;;52.74;0.0;0.0;;;;52.74;160.62
5966.0;Rahaliikenteen kulut;1-75-2025;2025-04-28;8.88;;0.0;99.0;PANKIN PERIMÄ PALKKIO;;;169.5
5966.0;Rahaliikenteen kulut;1-76-2025;2025-04-28;41.64;;0.0;99.0;PANKIN PERIMÄ PALKKIO;;;211.14
;;;;50.52;0.0;0.0;;;;50.52;211.14
5966.0;Rahaliikenteen kulut;1-86-2025;2025-05-26;44.7;;0.0;99.0;PANKIN PERIMÄ PALKKIO;;;255.84
5966.0;Rahaliikenteen kulut;1-87-2025;2025-05-26;9.57;;0.0;99.0;PANKIN PERIMÄ PALKKIO;;;265.41
;;;;54.27;0.0;0.0;;;;54.27;265.41
5966.0;Rahaliikenteen kulut;1-169-2025;2025-06-26;9.81;;0.0;99.0;PANKIN PERIMÄ PALKKIO;;;275.22
5966.0;Rahaliikenteen kulut;1-170-2025;2025-06-26;42.2;;0.0;99.0;PANKIN PERIMÄ PALKKIO;;;317.42
;;;;52.01;0.0;0.0;;;;52.01;317.42
5966.0;Rahaliikenteen kulut;1-209-2025;2025-07-28;20.92;;0.0;99.0;PANKIN PERIMÄ PALKKIO;;;338.34
5966.0;Rahaliikenteen kulut;1-210-2025;2025-07-28;41.7;;0.0;99.0;PANKIN PERIMÄ PALKKIO;;;380.04
;;;;62.62;0.0;0.0;;;;62.62;380.04
5966.0;Rahaliikenteen kulut;1-249-2025;2025-08-26;42.2;;0.0;99.0;PANKIN PERIMÄ PALKKIO;;;422.24
5966.0;Rahaliikenteen kulut;1-250-2025;2025-08-26;11.28;;0.0;99.0;PANKIN PERIMÄ PALKKIO;;;433.52
;;;;53.48;0.0;0.0;;;;53.48;433.52
5966.0;Rahaliikenteen kulut;1-291-2025;2025-09-26;45.79;;0.0;99.0;PANKIN PERIMÄ PALKKIO;;;479.31
5966.0;Rahaliikenteen kulut;1-293-2025;2025-09-26;11.7;;0.0;99.0;PANKIN PERIMÄ PALKKIO;;;491.01
;;;;57.49;0.0;0.0;;;;57.49;491.01
5966.0;Rahaliikenteen kulut;1-340-2025;2025-10-27;42.19;;0.0;99.0;PANKIN PERIMÄ PALKKIO;;;533.2
5966.0;Rahaliikenteen kulut;1-341-2025;2025-10-27;10.8;;0.0;99.0;PANKIN PERIMÄ PALKKIO;;;544.0
;;;;52.99;0.0;0.0;;;;52.99;544.0
5966.0;Yhteensä;;;544.0;0.0;0.0;;;;;
5968.0;Toimistotarvikkeet;;;;;;;;0.0;;
5968.0;Toimistotarvikkeet;21-26-2025;2025-04-11;52.0;;0.0;99.0;muji;;;52.0
;;;;52.0;0.0;0.0;;;;52.0;52.0
5968.0;Yhteensä;;;52.0;0.0;0.0;;;;;
5969.0;Kokous- ja neuvottelukulut;;;;;;;;0.0;;
5969.0;Kokous- ja neuvottelukulut;21-5-2025;2025-02-22;66.7;;0.0;99.0;Momento Itis 22.2.25;;;66.7
;;;;66.7;0.0;0.0;;;;66.7;66.7
5969.0;Kokous- ja neuvottelukulut;21-39-2025;2025-09-30;4.29;;0.0;10.0;S-MARKET;;;70.99
;;;;4.29;0.0;0.0;;;;4.29;70.99
5969.0;Yhteensä;;;70.99;0.0;0.0;;;;;
5971.0;Jäsenmaksut;;;;;;;;0.0;;
5971.0;Jäsenmaksut;45-10-2025;2025-01-31;50.0;;0.0;99.0;Moniheli ry;;;50.0
;;;;50.0;0.0;0.0;;;;50.0;50.0
5971.0;Jäsenmaksut;45-113-2025;2025-07-01;30.0;;0.0;99.0;ehyt ry;;;80.0
;;;;30.0;0.0;0.0;;;;30.0;80.0
5971.0;Yhteensä;;;80.0;0.0;0.0;;;;;
5973.0;Muut kulut;;;;;;;;0.0;;
5973.0;Muut kulut;21-8-2025;2025-01-20;4.02;;0.0;99.0;PAYTRAIL OYJ PRHN SAHKOISET ASIOINT;;;4.02
;;;;4.02;0.0;0.0;;;;4.02;4.02
5973.0;Muut kulut;45-62-2025;2025-02-15;564.75;;0.0;99.0;Roof Goup Oy;;;568.77
;;;;564.75;0.0;0.0;;;;564.75;568.77
5973.0;Muut kulut;21-22-2025;2025-03-18;12.0;;0.0;10.0;kauppakartanonkatu;;;580.77
;;;;12.0;0.0;0.0;;;;12.0;580.77
5973.0;Muut kulut;21-31-2025;2025-05-14;13.2;;0.0;10.0;Sopu;;;593.97
5973.0;Muut kulut;21-32-2025;2025-05-15;13.2;;0.0;10.0;Sopu;;;607.17
5973.0;Muut kulut;21-33-2025;2025-05-28;43.0;;0.0;20.0;pizza service itakeskus;;;650.17
;;;;69.4;0.0;0.0;;;;69.4;650.17
5973.0;Muut kulut;21-35-2025;2025-06-11;26.76;;0.0;10.0;k-citymarket easton;;;676.93
;;;;26.76;0.0;0.0;;;;26.76;676.93
5973.0;Muut kulut;45-142-2025;2025-08-12;4271.5;;0.0;20.0;ASSOCIACIÓ REINTEGRA;;;4948.43
5973.0;Muut kulut;45-143-2025;2025-08-22;550.0;;0.0;20.0;Diego Conde Caballero;;;5498.43
;;;;4821.5;0.0;0.0;;;;4821.5;5498.43
5973.0;Muut kulut;45-156-2025;2025-09-03;52.1;;0.0;31.0;Louhi Net Oy;;;5550.53
5973.0;Muut kulut;45-156-2025;2025-09-03;104.49;;0.0;10.0;Louhi Net Oy;;;5655.02
5973.0;Muut kulut;21-37-2025;2025-09-13;200.0;;0.0;10.0;HIRSHABEELE RAVINTOLA;;;5855.02
;;;;356.59;0.0;0.0;;;;356.59;5855.02
5973.0;Muut kulut;45-175-2025;2025-10-07;25.75;;0.0;20.0;Louhi Net Oy;;;5880.77
;;;;25.75;0.0;0.0;;;;25.75;5880.77
5973.0;Yhteensä;;;5880.77;0.0;0.0;;;;;
7301.0;Palautettava yhteisö-/palautuskorko;;;;;;;;0.0;;
7301.0;Palautettava yhteisö-/palautuskorko;21-17-2025;2025-02-28;;-0.26;0.0;99.0;Yhteenveto verojen maksutilanteesta 28.02.2025;;;-0.26
;;;;0.0;-0.26;0.0;;;;-0.26;-0.26
7301.0;Palautettava yhteisö-/palautuskorko;13-4-2025;2025-03-31;;-0.11;0.0;90.0;Yhteenveto verojen maksutilanteesta 31.03.2025;;;-0.37
;;;;0.0;-0.11;0.0;;;;-0.11;-0.37
7301.0;Palautettava yhteisö-/palautuskorko;13-3-2025;2025-05-31;;-0.53;0.0;99.0;Yhteenveto verojen maksutilanteesta 31.05.2025;;;-0.9
7301.0;Palautettava yhteisö-/palautuskorko;13-7-2025;2025-05-31;;-3.74;0.0;90.0;Oma veron täsmäytys;;;-4.64
;;;;0.0;-4.27;0.0;;;;-4.27;-4.64
7301.0;Palautettava yhteisö-/palautuskorko;13-51-2025;2025-07-31;;-0.56;0.0;99.0;Yhteenveto verojen maksutilanteesta 31.07.2025;;;-5.2
;;;;0.0;-0.56;0.0;;;;-0.56;-5.2
7301.0;Palautettava yhteisö-/palautuskorko;13-64-2025;2025-08-31;;-1.6;0.0;99.0;Yhteenveto verojen maksutilanteesta 31.08.2025;;;-6.8
;;;;0.0;-1.6;0.0;;;;-1.6;-6.8
7301.0;Palautettava yhteisö-/palautuskorko;13-68-2025;2025-09-30;;-0.49;0.0;99.0;Yhteenveto verojen maksutilanteesta 30.09.2025;;;-7.29
;;;;0.0;-0.49;0.0;;;;-0.49;-7.29
7301.0;Palautettava yhteisö-/palautuskorko;13-69-2025;2025-10-31;;-0.5;0.0;99.0;Yhteenveto verojen maksutilanteesta 31.10.2025;;;-7.79
;;;;0.0;-0.5;0.0;;;;-0.5;-7.79
7301.0;Yhteensä;;;0.0;-7.79;0.0;;;;;
7900.0;Korkokulut;;;;;;;;0.0;;
7900.0;Korkokulut;45-19-2025;2025-02-17;10.84;;0.0;99.0;Työllisyysrahasto;;;10.84
;;;;10.84;0.0;0.0;;;;10.84;10.84
7900.0;Yhteensä;;;10.84;0.0;0.0;;;;;
7901.0;Verojen viivästysseuraamukset;;;;;;;;0.0;;
7901.0;Verojen viivästysseuraamukset;21-17-2025;2025-02-28;7.02;;0.0;99.0;Yhteenveto verojen maksutilanteesta 28.02.2025;;;7.02
7901.0;Verojen viivästysseuraamukset;21-17-2025;2025-02-28;1.49;;0.0;99.0;Yhteenveto verojen maksutilanteesta 28.02.2025;;;8.51
;;;;8.51;0.0;0.0;;;;8.51;8.51
7901.0;Verojen viivästysseuraamukset;13-4-2025;2025-03-31;1.42;;0.0;90.0;Yhteenveto verojen maksutilanteesta 31.03.2025;;;9.93
;;;;1.42;0.0;0.0;;;;1.42;9.93
7901.0;Verojen viivästysseuraamukset;13-51-2025;2025-07-31;3.6;;0.0;99.0;Yhteenveto verojen maksutilanteesta 31.07.2025;;;13.53
;;;;3.6;0.0;0.0;;;;3.6;13.53
7901.0;Verojen viivästysseuraamukset;13-69-2025;2025-10-31;5.79;;0.0;99.0;Yhteenveto verojen maksutilanteesta 31.10.2025;;;19.32
;;;;5.79;0.0;0.0;;;;5.79;19.32
7901.0;Yhteensä;;;19.32;0.0;0.0;;;;;
9950.0;Veronpalautukset/jäännösverot;;;;;;;;0.0;;
9950.0;Veronpalautukset/jäännösverot;13-64-2025;2025-08-31;;-104.0;0.0;99.0;Yhteenveto verojen maksutilanteesta 31.08.2025;;;-104.0
;;;;0.0;-104.0;0.0;;;;-104.0;-104.0
9950.0;Yhteensä;;;0.0;-104.0;0.0;;;;;
;Yhteensä 646 vientiä;;;279712.02;-267071.0;0.0;;;;;0.0
